Recid,subid,Unnamed: 0,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps_civique,corporation,poele,page,colonne,ligne,AuthNameForename,Length
aves_aa_4R_auth_0427,"['aves_aa_4R_1430_0023', 'aves_aa_4R_1434_0023', 'aves_aa_4R_1437_0023', 'aves_aa_4R_1440_0023', 'aves_aa_4R_1443_0023']","[nan, nan, nan, nan, nan]","[1430, 1434, 1437, 1440, 1443]","['conseiller_des_maçons', 'conseiller_des_maçons', 'conseiller_des_maçons', 'conseiller_des_maçons', 'conseiller_des_maçons']","['meister Hanns Clein', 'meister Hanns Cleine', 'meister Hanns Clein', 'meister Hanns Clein', 'Hanns Clein']","['johanns', 'johanns', 'johanns', 'johanns', 'johanns']","['klein', 'klein', 'klein', 'klein', 'klein']","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[""['meister']"", ""['meister']"", ""['meister']"", ""['meister']"", nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_maçons', 'corporation_des_maçons', 'corporation_des_maçons', 'corporation_des_maçons', 'corporation_des_maçons']","[nan, nan, nan, nan, nan]","[161, 165, 168, 171, 174]","[nan, nan, nan, nan, nan]","[23, 23, 22, 23, 24]","klein, johanns",5
aves_aa_4R_auth_0428,['aves_aa_4R_1430_0025'],[nan],[1430],['conseiller_des_tailleurs'],['Heinrich Windeck'],['heinrich'],['windeck'],[nan],[nan],[nan],['echevinat'],['corporation_des_tailleurs'],[nan],[161],[nan],[25],"windeck, heinrich",1
aves_aa_4R_auth_0429,['aves_aa_4R_1430_0026'],[nan],[1430],['conseiller_des_bateliers'],['Heinrich Desche'],['heinrich'],['desche'],[nan],[nan],[nan],['echevinat'],['corporation_des_bateliers'],[nan],[161],[nan],[26],"desche, heinrich",1
aves_aa_4R_auth_0430,['aves_aa_4R_1430_0031'],[nan],[1430],['conseiller_des_orfevres'],['Hanns Kiebel'],['johanns'],['kiebel'],[nan],[nan],[nan],['echevinat'],['corporation_des_orfevres'],[nan],[161],[nan],[31],"kiebel, johanns",1
aves_aa_4R_auth_0431,['aves_aa_4R_1430_0032'],[nan],[1430],['conseiller_des_marchands_de_grains'],['Andres Speich'],['andres'],['speich'],[nan],[nan],[nan],['echevinat'],['corporation_des_marchands_de_grains'],[nan],[161],[nan],[32],"speich, andres",1
aves_aa_4R_auth_0432,"['aves_aa_4R_1430_0034', 'aves_aa_4R_1438_0034']","[nan, nan]","[1430, 1438]","['conseiller_des_pêcheurs', 'conseiller_des_pêcheurs']","['Claus Pfaffe', 'Claus Pfaffe']","['claus', 'claus']","['pfaffe', 'pfaffe']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_pêcheurs', 'corporation_des_pêcheurs']","[nan, nan]","[161, 169]","[nan, nan]","[34, 35]","pfaffe, claus",2
aves_aa_4R_auth_0433,['aves_aa_4R_1430_0035'],[nan],[1430],['conseiller_des_barbiers_et_baigneurs'],['Conrat der scherer vor dem mùnster'],['konrat'],[''],"['münster, vor dem']",[nan],"[""['scherer']""]",['echevinat'],['corporation_des_barbiers_et_baigneurs'],[nan],[161],[nan],[35],", konrat",1
aves_aa_4R_auth_0434,['aves_aa_4R_1430_0038'],[nan],[1430],['conseiller_des_gourmets_et_courtiers'],['Walther Binnting'],['walther'],['binnting'],[nan],[nan],[nan],['echevinat'],['corporation_des_gourmets_et_courtiers'],[nan],[161],[nan],[2],"binnting, walther",1
aves_aa_4R_auth_0435,"['aves_aa_4R_1430_0041', 'aves_aa_4R_1434_0041', 'aves_aa_4R_1436_0041', 'aves_aa_4R_1439_0041', 'aves_aa_4R_1441_0041']","[nan, nan, nan, nan, nan]","[1430, 1434, 1436, 1439, 1441]","['conseiller_des_coltineurs_de_tonneaux', 'conseiller_des_coltineurs_de_tonneaux', 'conseiller_des_coltineurs_de_tonneaux', 'conseiller_des_coltineurs_de_tonneaux', 'conseiller_des_coltineurs_de_tonneaux']","['Gabriel', 'Gabriel', 'Gabriel', 'Gabriel', 'Gabriel']","['gabriel', 'gabriel', 'gabriel', 'gabriel', 'gabriel']","['', '', '', '', '']","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_coltineurs_de_tonneaux', 'corporation_des_coltineurs_de_tonneaux', 'corporation_des_coltineurs_de_tonneaux', 'corporation_des_coltineurs_de_tonneaux', 'corporation_des_coltineurs_de_tonneaux']","[nan, nan, nan, nan, nan]","[161, 165, 167, 170, 172]","[nan, nan, nan, nan, nan]","[5, 4, 4, 38, 11]",", gabriel",5
aves_aa_4R_auth_0436,"['aves_aa_4R_1431_0018', 'aves_aa_4R_1434_0018']","[nan, nan]","[1431, 1434]","['conseiller_des_bouchers', 'conseiller_des_bouchers']","['Hanns Meister', 'Hanns Meister']","['johanns', 'johanns']","['meister', 'meister']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_bouchers', 'corporation_des_bouchers']","[nan, nan]","[162, 165]","[nan, nan]","[3, 18]","meister, johanns",2
aves_aa_4R_auth_0437,['aves_aa_4R_1431_0019'],[nan],[1431],['conseiller_des_tonneliers'],['Heinrich Dalheim'],['heinrich'],['dahlheim'],[nan],[nan],[nan],['echevinat'],['corporation_des_tonneliers'],[nan],[162],[nan],[4],"dahlheim, heinrich",1
aves_aa_4R_auth_0438,['aves_aa_4R_1431_0023'],[nan],[1431],['conseiller_des_maçons'],['Hanns von Bergheim der jung'],['johanns'],"['bergheim, von']",[nan],['der junge'],[nan],['echevinat'],['corporation_des_maçons'],[nan],[162],[nan],[8],"bergheim, von, johanns",1
aves_aa_4R_auth_0439,['aves_aa_4R_1431_0026'],[nan],[1431],['conseiller_des_bateliers'],['Hanns Lùtesheim'],['johanns'],['leutesheim'],[nan],[nan],[nan],['echevinat'],['corporation_des_bateliers'],[nan],[162],[nan],[11],"leutesheim, johanns",1
aves_aa_4R_auth_0440,['aves_aa_4R_1431_0035'],[nan],[1431],['conseiller_des_barbiers_et_baigneurs'],['Hanns Wolff'],['johanns'],['wolff'],[nan],[nan],[nan],['echevinat'],['corporation_des_barbiers_et_baigneurs'],[nan],[162],[nan],[20],"wolff, johanns",1
aves_aa_4R_auth_0441,['aves_aa_4R_1433_0016'],[nan],[1433],['conseiller_des_marchands'],['Marx Barpfennig'],['marx'],['barpfennig'],[nan],[nan],[nan],['echevinat'],['corporation_des_marchands'],[nan],[164],[nan],[16],"barpfennig, marx",1
aves_aa_4R_auth_0442,['aves_aa_4R_1433_0019'],[nan],[1433],['conseiller_des_tonneliers'],['Hans Lamparter'],['johanns'],['lamperter'],[nan],[nan],[nan],['echevinat'],['corporation_des_tonneliers'],[nan],[164],[nan],[19],"lamperter, johanns",1
aves_aa_4R_auth_0443,['aves_aa_4R_1433_0021'],[nan],[1433],['conseiller_des_tanneurs'],['Claus Ku?cheler'],['claus'],['kücheler'],[nan],[nan],[nan],['echevinat'],['corporation_des_tanneurs'],[nan],[164],[nan],[21],"kücheler, claus",1
aves_aa_4R_auth_0444,"['aves_aa_4R_1433_0022', 'aves_aa_4R_1442_0022']","[nan, nan]","[1433, 1442]","['conseiller_des_cabaretiers', 'conseiller_des_cabaretiers']","['Claus von Rore', 'Claus von Rore']","['claus', 'claus']","['rohr, von', 'rohr, von']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_cabaretiers', 'corporation_des_cabaretiers']","[nan, nan]","[164, 173]","[nan, nan]","[22, 22]","rohr, von, claus",2
aves_aa_4R_auth_0445,"['aves_aa_4R_1433_0033', 'aves_aa_4R_1440_0033', 'aves_aa_4R_1445_0034', 'aves_aa_4R_1457_0033']","[nan, nan, nan, nan]","[1433, 1440, 1445, 1457]","['conseiller_des_jardiniers', 'conseiller_des_jardiniers', 'conseiller_des_jardiniers', 'conseiller_des_jardiniers']","['Jocob Clowe', 'Jacob Klowe', 'Jacob Klowe', 'Jacob Klowe']","['jacob', 'jacob', 'jacob', 'jacob']","['klaue', 'klaue', 'klaue', 'klaue']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_jardiniers', 'corporation_des_jardiniers', 'corporation_des_jardiniers', 'corporation_des_jardiniers']","[nan, nan, nan, nan]","[164, 171, 176, 188]","[nan, nan, nan, nan]","[33, 33, 35, 33]","klaue, jacob",4
aves_aa_4R_auth_0446,['aves_aa_4R_1433_0034'],[nan],[1433],['conseiller_des_pêcheurs'],['Peter Diebolt'],['peter'],['diebolt'],[nan],[nan],[nan],['echevinat'],['corporation_des_pêcheurs'],[nan],[164],[nan],[34],"diebolt, peter",1
aves_aa_4R_auth_0447,['aves_aa_4R_1433_0035'],[nan],[1433],['conseiller_des_barbiers_et_baigneurs'],['Heintz Schùfel zum Eber'],['heintz'],['schüffel'],"['eber, zum']",[nan],[nan],['echevinat'],['corporation_des_barbiers_et_baigneurs'],[nan],[164],[nan],[1],"schüffel, heintz",1
aves_aa_4R_auth_0448,['aves_aa_4R_1433_0037'],[nan],[1433],['conseiller_des_tisserands'],['Hans Girbaden'],['johanns'],['girbaden'],[nan],[nan],[nan],['echevinat'],['corporation_des_tisserands'],[nan],[164],[nan],[4],"girbaden, johanns",1
aves_aa_4R_auth_0449,['aves_aa_4R_1433_0040'],[nan],[1433],['conseiller_des_regrattiers_cordiers_et_fruitiers'],['Hans Lange'],['johanns'],['lang'],[nan],[nan],[nan],['echevinat'],['corporation_des_regrattiers_cordiers_et_fruitiers'],[nan],[164],[nan],[10],"lang, johanns",1
aves_aa_4R_auth_0450,"['aves_aa_4R_1433_0041', 'aves_aa_4R_1438_0041', 'aves_aa_4R_1443_0041', 'aves_aa_4R_1448_0041', 'aves_aa_4R_1452_0041', 'aves_aa_4R_1455_0042']","[nan, nan, nan, nan, nan, nan]","[1433, 1438, 1443, 1448, 1452, 1455]","['conseiller_des_coltineurs_de_tonneaux', 'conseiller_des_coltineurs_de_tonneaux', 'conseiller_des_coltineurs_de_tonneaux', 'conseiller_des_coltineurs_de_tonneaux', 'conseiller_des_coltineurs_de_tonneaux', 'conseiller_des_coltineurs_de_tonneaux']","['Hans Paulus', 'Hanns Paulus', 'Hanns Paulus', 'Hanns Paulus', 'Hanns Paulus', 'Hanns Paulus']","['johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns']","['paulus', 'paulus', 'paulus', 'paulus', 'paulus', 'paulus']","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_coltineurs_de_tonneaux', 'corporation_des_coltineurs_de_tonneaux', 'corporation_des_coltineurs_de_tonneaux', 'corporation_des_coltineurs_de_tonneaux', 'corporation_des_coltineurs_de_tonneaux', 'corporation_des_coltineurs_de_tonneaux']","[nan, nan, nan, nan, nan, nan]","[164, 169, 174, 179, 183, 186]","[nan, nan, nan, nan, nan, nan]","[11, 4, 14, 3, 1, 19]","paulus, johanns",6
aves_aa_4R_auth_0451,['aves_aa_4R_1433_0043'],[nan],[1433],['conseiller_des_huiliers_meuniers_et_tondeurs_de_draps'],['Conrat Kresse der mùller'],['konrat'],['kress'],[nan],[nan],"[""['mùller']""]",['echevinat'],['corporation_des_huiliers_meuniers_et_tondeurs_de_draps'],[nan],[164],[nan],[14],"kress, konrat",1
aves_aa_4R_auth_0452,"['aves_aa_4R_1434_0020', 'aves_aa_4R_1460_0020', 'aves_aa_4R_1461_0020']","[nan, nan, nan]","[1434, 1460, 1461]","['conseiller_des_drapiers', 'conseiller_des_drapiers', 'conseiller_des_drapiers']","['Claus Biderman', 'Claus Biderman', 'Claus Biderman']","['claus', 'claus', 'claus']","['bidermann', 'bidermann', 'bidermann']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['echevinat', 'echevinat', 'echevinat']","['corporation_des_drapiers', 'corporation_des_drapiers', 'corporation_des_drapiers']","[nan, nan, nan]","[165, 191, 192]","[nan, nan, nan]","[20, 20, 20]","bidermann, claus",3
aves_aa_4R_auth_0453,"['aves_aa_4R_1434_0028', 'aves_aa_4R_1441_0028', 'aves_aa_4R_1445_0029', 'aves_aa_4R_1455_0029']","[nan, nan, nan, nan]","[1434, 1441, 1445, 1455]","['conseiller_des_charpentiers', 'conseiller_des_charpentiers', 'conseiller_des_charpentiers', 'conseiller_des_charpentiers']","['Erhart Winsticher', 'Erhart Winsticher', 'Erhart Winsticher', 'Erhart Winsticher']","['erhart', 'erhart', 'erhart', 'erhart']","['winsticher', 'winsticher', 'winsticher', 'winsticher']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_charpentiers', 'corporation_des_charpentiers', 'corporation_des_charpentiers', 'corporation_des_charpentiers']","[nan, nan, nan, nan]","[165, 172, 176, 186]","[nan, nan, nan, nan]","[28, 28, 30, 28]","winsticher, erhart",4
aves_aa_4R_auth_0454,['aves_aa_4R_1435_0016'],[nan],[1435],['conseiller_des_marchands'],['Heinrich Slemppe'],['heinrich'],['schlempe'],[nan],[nan],[nan],['echevinat'],['corporation_des_marchands'],[nan],[166],[nan],[16],"schlempe, heinrich",1
aves_aa_4R_auth_0455,"['aves_aa_4R_1435_0017', 'aves_aa_4R_1442_0017']","[nan, nan]","[1435, 1442]","['conseiller_des_boulangers', 'conseiller_des_boulangers']","['Jacob Sporer', 'Jacob Sporer']","['jacob', 'jacob']","['sporer', 'sporer']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_boulangers', 'corporation_des_boulangers']","[nan, nan]","[166, 173]","[nan, nan]","[17, 17]","sporer, jacob",2
aves_aa_4R_auth_0456,['aves_aa_4R_1435_0021'],[nan],[1435],['conseiller_des_tanneurs'],['Claus Lange der eilter'],['claus'],['lang'],[nan],[nan],[nan],['echevinat'],['corporation_des_tanneurs'],[nan],[166],[nan],[21],"lang, claus",1
aves_aa_4R_auth_0457,['aves_aa_4R_1435_0025'],[nan],[1435],['conseiller_des_tailleurs'],['Syfrit von Wile'],['sifrit'],"['wile, von']",[nan],[nan],[nan],['echevinat'],['corporation_des_tailleurs'],[nan],[166],[nan],[25],"wile, von, sifrit",1
aves_aa_4R_auth_0458,"['aves_aa_4R_1435_0028', 'aves_aa_4R_1437_0028']","[nan, nan]","[1435, 1437]","['conseiller_des_charpentiers', 'conseiller_des_charpentiers']","['Michel Ripel der alt', 'Michel Ripel der alt']","['michel', 'michel']","['rippel', 'rippel']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_charpentiers', 'corporation_des_charpentiers']","[nan, nan]","[166, 168]","[nan, nan]","[28, 27]","rippel, michel",2
aves_aa_4R_auth_0459,"['aves_aa_4R_1435_0030', 'aves_aa_4R_1446_0030']","[nan, nan]","[1435, 1446]","['conseiller_des_cordonniers', 'conseiller_des_cordonniers']","['Hanns Reimbolt', 'Hanns Reimbolt']","['johanns', 'johanns']","['reimbolt', 'reimbolt']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_cordonniers', 'corporation_des_cordonniers']","[nan, nan]","[166, 177]","[nan, nan]","[30, 30]","reimbolt, johanns",2
aves_aa_4R_auth_0460,"['aves_aa_4R_1435_0033', 'aves_aa_4R_1443_0033']","[nan, nan]","[1435, 1443]","['conseiller_des_jardiniers', 'conseiller_des_jardiniers']","['Hanns Peter', 'Hanns Peter']","['johanns', 'johanns']","['peter', 'peter']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_jardiniers', 'corporation_des_jardiniers']","[nan, nan]","[166, 174]","[nan, nan]","[33, 34]","peter, johanns",2
aves_aa_4R_auth_0461,"['aves_aa_4R_1435_0036', 'aves_aa_4R_1442_0036']","[nan, nan]","[1435, 1442]","['conseiller_des_sauniers', 'conseiller_des_sauniers']","['Burckart Syferman', 'Burckart Siferman']","['burkhart', 'burkhart']","['siffermann', 'siffermann']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_sauniers', 'corporation_des_sauniers']","[nan, nan]","[166, 173]","[nan, nan]","[36, 36]","siffermann, burkhart",2
aves_aa_4R_auth_0462,['aves_aa_4R_1435_0037'],[nan],[1435],['conseiller_des_tisserands'],['Hanns Hebnagel'],['johanns'],['hebnagel'],[nan],[nan],[nan],['echevinat'],['corporation_des_tisserands'],[nan],[166],[nan],[37],"hebnagel, johanns",1
aves_aa_4R_auth_0463,['aves_aa_4R_1435_0038'],[nan],[1435],['conseiller_des_gourmets_et_courtiers'],['Jacob Hafener'],['jacob'],['haffener'],[nan],[nan],[nan],['echevinat'],['corporation_des_gourmets_et_courtiers'],[nan],[166],[nan],[38],"haffener, jacob",1
aves_aa_4R_auth_0464,"['aves_aa_4R_1435_0040', 'aves_aa_4R_1439_0040', 'aves_aa_4R_1446_0040']","[nan, nan, nan]","[1435, 1439, 1446]","['conseiller_des_regrattiers_cordiers_et_fruitiers', 'conseiller_des_regrattiers_cordiers_et_fruitiers', 'conseiller_des_regrattiers_cordiers_et_fruitiers']","['Peter Herbst', 'Peter Herbst', 'Peter Herbst']","['peter', 'peter', 'peter']","['herbst', 'herbst', 'herbst']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['echevinat', 'echevinat', 'echevinat']","['corporation_des_regrattiers_cordiers_et_fruitiers', 'corporation_des_regrattiers_cordiers_et_fruitiers', 'corporation_des_regrattiers_cordiers_et_fruitiers']","[nan, nan, nan]","[166, 170, 177]","[nan, nan, nan]","[4, 37, 41]","herbst, peter",3
aves_aa_4R_auth_0465,['aves_aa_4R_1435_0041'],[nan],[1435],['conseiller_des_coltineurs_de_tonneaux'],['Oberlin Fuhs'],['oberlin'],['fuchs'],[nan],[nan],[nan],['echevinat'],['corporation_des_coltineurs_de_tonneaux'],[nan],[166],[nan],[5],"fuchs, oberlin",1
aves_aa_4R_auth_0466,"['aves_aa_4R_1435_0043', 'aves_aa_4R_1444_0043']","[nan, nan]","[1435, 1444]","['conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps']","['U?lrich von Lampertheim der olman', 'U?lrich von Lampertheim der oleman']","['ulrich', 'ulrich']","['lampertheim, von', 'lampertheim, von']","[nan, nan]","[nan, nan]","[""['olman']"", ""['oleman']""]","['echevinat', 'echevinat']","['corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps']","[nan, nan]","[166, 175]","[nan, nan]","[8, 9]","lampertheim, von, ulrich",2
aves_aa_4R_auth_0467,"['aves_aa_4R_1436_0019', 'aves_aa_4R_1447_0019', 'aves_aa_4R_1451_0019']","[nan, nan, nan]","[1436, 1447, 1451]","['conseiller_des_tonneliers', 'conseiller_des_tonneliers', 'conseiller_des_tonneliers']","['Hanns Dùngesheim', 'Hanns Du?ngesheim', 'Hanns Dùngesheim']","['johanns', 'johanns', 'johanns']","['dingsheim', 'dingsheim', 'dingsheim']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['echevinat', 'echevinat', 'echevinat']","['corporation_des_tonneliers', 'corporation_des_tonneliers', 'corporation_des_tonneliers']","[nan, nan, nan]","[167, 178, 182]","[nan, nan, nan]","[19, 19, 19]","dingsheim, johanns",3
aves_aa_4R_auth_0468,['aves_aa_4R_1436_0023'],[nan],[1436],['conseiller_des_maçons'],['Berhtolt Bo?sche'],['bechtolt'],['bösch'],[nan],[nan],[nan],['echevinat'],['corporation_des_maçons'],[nan],[167],[nan],[23],"bösch, bechtolt",1
aves_aa_4R_auth_0469,"['aves_aa_4R_1436_0031', 'aves_aa_4R_1446_0031', 'aves_aa_4R_1452_0031']","[nan, nan, nan]","[1436, 1446, 1452]","['conseiller_des_orfevres', 'conseiller_des_orfevres', 'conseiller_des_orfevres']","['Hanns von Altzen', 'Hanns von Altzen', 'Hanns von Altzen']","['johanns', 'johanns', 'johanns']","['altzheim, von', 'altzheim, von', 'altzheim, von']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['echevinat', 'echevinat', 'echevinat']","['corporation_des_orfevres', 'corporation_des_orfevres', 'corporation_des_orfevres']","[nan, nan, nan]","[167, 177, 183]","[nan, nan, nan]","[31, 31, 31]","altzheim, von, johanns",3
aves_aa_4R_auth_0470,"['aves_aa_4R_1436_0032', 'aves_aa_4R_1471_0019', 'aves_aa_4R_1472_0019']","[nan, nan, nan]","[1436, 1471, 1472]","['conseiller_des_marchands_de_grains', 'conseiller_des_marchands_de_grains', 'conseiller_des_marchands_de_grains']","['Peter von Rore', 'Peter von Rore', 'Peter von Rore']","['peter', 'peter', 'peter']","['rohr, von', 'rohr, von', 'rohr, von']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['echevinat', 'echevinat', 'echevinat']","['corporation_des_marchands_de_grains', 'corporation_des_marchands_de_grains', 'corporation_des_marchands_de_grains']","[nan, nan, nan]","[167, 202, 203]","[nan, nan, nan]","[32, 19, 19]","rohr, von, peter",3
aves_aa_4R_auth_0471,['aves_aa_4R_1436_0035'],[nan],[1436],['conseiller_des_barbiers_et_baigneurs'],['meister Michel uff sant Steffans plan'],['michel'],[''],"['sankt-stefans plan, auf']",[nan],"[""['meister']""]",['echevinat'],['corporation_des_barbiers_et_baigneurs'],[nan],[167],[nan],[35],", michel",1
aves_aa_4R_auth_0472,['aves_aa_4R_1436_0037'],[nan],[1436],['conseiller_des_tisserands'],['Hanns Rinowe'],['johanns'],['rhinau'],[nan],[nan],[nan],['echevinat'],['corporation_des_tisserands'],[nan],[167],[nan],[37],"rhinau, johanns",1
aves_aa_4R_auth_0473,"['aves_aa_4R_1436_0043', 'aves_aa_4R_1448_0043', 'aves_aa_4R_1451_0043', 'aves_aa_4R_1454_0043']","[nan, nan, nan, nan]","[1436, 1448, 1451, 1454]","['conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps']","['Claus Frùnd', 'Claus Frùnd der mùller', 'Claus Frùnt der mùller', 'Claus Frùnt']","['claus', 'claus', 'claus', 'claus']","['freund', 'freund', 'freund', 'freund']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, ""['mùller']"", ""['mùller']"", nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps']","[nan, nan, nan, nan]","[167, 179, 182, 185]","[nan, nan, nan, nan]","[7, 6, 16, 6]","freund, claus",4
aves_aa_4R_auth_0474,['aves_aa_4R_1437_0020'],[nan],[1437],['conseiller_des_drapiers'],['Berhtolt Brehter'],['bechtolt'],['brechter'],[nan],[nan],[nan],['echevinat'],['corporation_des_drapiers'],[nan],[168],[nan],[20],"brechter, bechtolt",1
aves_aa_4R_auth_0475,"['aves_aa_4R_1437_0025', 'aves_aa_4R_1456_0025']","[nan, nan]","[1437, 1456]","['conseiller_des_tailleurs', 'conseiller_des_tailleurs']","['Dietrich Leisteman', 'Dietrich Leisteman']","['dietrich', 'dietrich']","['leistmann', 'leistmann']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_tailleurs', 'corporation_des_tailleurs']","[nan, nan]","[168, 187]","[nan, nan]","[24, 25]","leistmann, dietrich",2
aves_aa_4R_auth_0476,['aves_aa_4R_1437_0027'],[nan],[1437],['conseiller_des_pelletiers'],['meister Go?tze'],['götze'],[''],[nan],[nan],"[""['meister']""]",['echevinat'],['corporation_des_pelletiers'],[nan],[168],[nan],[26],", götze",1
aves_aa_4R_auth_0477,"['aves_aa_4R_1437_0029', 'aves_aa_4R_1439_0029', 'aves_aa_4R_1441_0029', 'aves_aa_4R_1443_0029', 'aves_aa_4R_1445_0030', 'aves_aa_4R_1447_0029']","[nan, nan, nan, nan, nan, nan]","[1437, 1439, 1441, 1443, 1445, 1447]","['conseiller_des_crieurs_et_mesureurs_de_vin', 'conseiller_des_crieurs_et_mesureurs_de_vin', 'conseiller_des_crieurs_et_mesureurs_de_vin', 'conseiller_des_crieurs_et_mesureurs_de_vin', 'conseiller_des_crieurs_et_mesureurs_de_vin', 'conseiller_des_crieurs_et_mesureurs_de_vin']","['Hanns Hechd', 'Hanns Hechde', 'Hanns Hechde', 'Hanns Hechde', 'Hanns Hechde', 'Hanns Hechde']","['johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns']","['hechde', 'hechde', 'hechde', 'hechde', 'hechde', 'hechde']","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_crieurs_et_mesureurs_de_vin', 'corporation_des_crieurs_et_mesureurs_de_vin', 'corporation_des_crieurs_et_mesureurs_de_vin', 'corporation_des_crieurs_et_mesureurs_de_vin', 'corporation_des_crieurs_et_mesureurs_de_vin', 'corporation_des_crieurs_et_mesureurs_de_vin']","[nan, nan, nan, nan, nan, nan]","[168, 170, 172, 174, 176, 178]","[nan, nan, nan, nan, nan, nan]","[28, 26, 29, 30, 31, 29]","hechde, johanns",6
