RangConseil,id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne,Unnamed: 0
15,aves_aa_4R_1459_0016,1459,conseiller_des_marchands,her Jacob Wurmsser altammeister,jacob,wormser,,,"['her', 'altammeister']",echevinat,corporation_des_marchands,,190,1,16,16.0
16,aves_aa_4R_1459_0017,1459,conseiller_des_boulangers,Claus Linser,claus,linzer,,,,echevinat,corporation_des_boulangers,,190,1,17,17.0
17,aves_aa_4R_1459_0018,1459,conseiller_des_bouchers,her Wilhelm Betscholt,wilhelm,bechtolt,,,['her'],echevinat,corporation_des_bouchers,,190,1,18,18.0
18,aves_aa_4R_1459_0019,1459,conseiller_des_tonneliers,Syfrit Pfaffenheim,sifrit,pfaffenheim,,,,echevinat,corporation_des_tonneliers,,190,1,19,19.0
19,aves_aa_4R_1459_0020,1459,conseiller_des_drapiers,Veltin von Ehenheim,veltin,"ehenheim, von",,,,echevinat,corporation_des_drapiers,,190,1,20,20.0
20,aves_aa_4R_1459_0021,1459,conseiller_des_tanneurs,Hanns Mynner,johanns,minner,,,,echevinat,corporation_des_tanneurs,,190,1,21,21.0
21,aves_aa_4R_1459_0022,1459,conseiller_des_cabaretiers,Conrat Dùntzenheim,konrat,duntzenheim,,,,echevinat,corporation_des_cabaretiers,,190,1,22,22.0
22,aves_aa_4R_1459_0023,1459,conseiller_des_maçons,Claus Ziegler,claus,ziegler,,,,echevinat,corporation_des_maçons,,190,1,23,23.0
23,aves_aa_4R_1459_0024,1459,conseiller_des_forgerons,Hanns Wydeman,johanns,weidemann,,,,echevinat,corporation_des_forgerons,,190,1,24,24.0
24,aves_aa_4R_1459_0025,1459,conseiller_des_tailleurs,Hanns Sleht,johanns,schlecht,,,,echevinat,corporation_des_tailleurs,,190,1,25,25.0
25,aves_aa_4R_1459_0026,1459,conseiller_des_bateliers,her Obreht Schalck,obrecht,schalk,,,['her'],echevinat,corporation_des_bateliers,,190,1,26,26.0
26,aves_aa_4R_1459_0027,1459,conseiller_des_pelletiers,Hanns Brant genant Spirer,johanns,brant,spirer,,,echevinat,corporation_des_pelletiers,,190,1,27,27.0
27,aves_aa_4R_1459_0028,1459,conseiller_des_charpentiers,Bernhart Scholle,bernhart,scholle,,,,echevinat,corporation_des_charpentiers,,190,1,28,28.0
28,aves_aa_4R_1459_0029,1459,conseiller_des_crieurs_et_mesureurs_de_vin,Claus Bintze,claus,bintz,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,190,1,29,29.0
29,aves_aa_4R_1459_0030,1459,conseiller_des_cordonniers,Diebolt Hennenberg,diebolt,hennenberg,,,,echevinat,corporation_des_cordonniers,,190,1,30,30.0
30,aves_aa_4R_1459_0031,1459,conseiller_des_orfevres,Hanns Hertzog,johanns,hertzog,,,,echevinat,corporation_des_orfevres,,190,1,31,31.0
31,aves_aa_4R_1459_0032,1459,conseiller_des_marchands_de_grains,Heinrich Birboͧm,heinrich,birbaum,,,,echevinat,corporation_des_marchands_de_grains,,190,1,32,32.0
32,aves_aa_4R_1459_0033,1459,conseiller_des_jardiniers,Hanns Spete,johanns,spete,,,,echevinat,corporation_des_jardiniers,,190,1,33,33.0
33,aves_aa_4R_1459_0034,1459,conseiller_des_pêcheurs,Uͦlrich von Sant Arbogast,ulrich,"sankt-arbogast, von",,,,echevinat,corporation_des_pêcheurs,,190,1,34,34.0
34,aves_aa_4R_1459_0035,1459,conseiller_des_barbiers_et_baigneurs,Peter Schyfel,peter,schiefel,,,,echevinat,corporation_des_barbiers_et_baigneurs,,190,1,35,35.0
35,aves_aa_4R_1459_0036,1459,conseiller_des_sauniers,Hanns Herbst,johanns,herbst,,,,echevinat,corporation_des_sauniers,,190,1,37,36.0
36,aves_aa_4R_1459_0037,1459,conseiller_des_tisserands,Hanns Spiegel,johanns,spiegel,,,,echevinat,corporation_des_tisserands,,190,1,36,37.0
37,aves_aa_4R_1459_0038,1459,conseiller_des_gourmets_et_courtiers,Hanns von Dalheim,johanns,"dalheim, von",,,,echevinat,corporation_des_gourmets_et_courtiers,,190,2,2,38.0
38,aves_aa_4R_1459_0039,1459,conseiller_des_charrons,Hanns Schertzheim,johanns,schertzheim,,,,echevinat,corporation_des_charrons,,190,2,5,39.0
39,aves_aa_4R_1459_0040,1459,conseiller_des_regrattiers_cordiers_et_fruitiers,Andres von Gemer,andres,"gemersheim, von",,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,190,2,8,40.0
40,aves_aa_4R_1459_0041,1459,conseiller_des_coltineurs_de_tonneaux,Lorentz von Illekirch,laurentz,"illkirch, von",,,,echevinat,corporation_des_coltineurs_de_tonneaux,,190,2,9,41.0
41,aves_aa_4R_1459_0042,1459,conseiller_des_constructeurs_de_bateaux,Conrat Klye,konrat,klige,,,,echevinat,corporation_des_constructeurs_de_bateaux,,190,2,12,42.0
42,aves_aa_4R_1459_0043,1459,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Hanns von Marckoltzheim,johanns,"marckoltzheim, von",,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,190,2,14,43.0
4,aves_aa_4R_1460_0005,1460,ammeister,her Jacob Wurmsser der                      ammeister,jacob,wormser,,,"['her', 'ammeister']",echevinat,,,191,1,5,5.0
15,aves_aa_4R_1460_0016,1460,conseiller_des_marchands,Claus Ingolt,claus,ingolt,,,,echevinat,corporation_des_marchands,,191,1,16,16.0
16,aves_aa_4R_1460_0017,1460,conseiller_des_boulangers,Uͦlrich Bùrer,ulrich,burer,,,,echevinat,corporation_des_boulangers,,191,1,17,17.0
17,aves_aa_4R_1460_0018,1460,conseiller_des_bouchers,Claus von Berse,claus,"berse, von",,,,echevinat,corporation_des_bouchers,,191,1,18,18.0
18,aves_aa_4R_1460_0019,1460,conseiller_des_tonneliers,Peter Snelle,peter,schnell,,,,echevinat,corporation_des_tonneliers,,191,1,19,19.0
19,aves_aa_4R_1460_0020,1460,conseiller_des_drapiers,Claus Biderman,claus,bidermann,,,,echevinat,corporation_des_drapiers,,191,1,20,20.0
20,aves_aa_4R_1460_0021,1460,conseiller_des_tanneurs,Hanns Mỳnner,johanns,minner,,,,echevinat,corporation_des_tanneurs,,191,1,21,21.0
21,aves_aa_4R_1460_0022,1460,conseiller_des_cabaretiers,Conrat Duntzenheim,konrat,duntzenheim,,,,echevinat,corporation_des_cabaretiers,,191,1,22,22.0
22,aves_aa_4R_1460_0023,1460,conseiller_des_maçons,Hanns Leitgast,johanns,leitgast,,,,echevinat,corporation_des_maçons,,191,1,23,23.0
23,aves_aa_4R_1460_0024,1460,conseiller_des_forgerons,Ludeman Franckenheim,ludwig,frankenheim,,,,echevinat,corporation_des_forgerons,,191,1,24,24.0
24,aves_aa_4R_1460_0025,1460,conseiller_des_tailleurs,Hanns Sleht,johanns,schlecht,,,,echevinat,corporation_des_tailleurs,,191,1,25,25.0
25,aves_aa_4R_1460_0026,1460,conseiller_des_bateliers,Heinrich Bretteler,heinrich,brettler,,,,echevinat,corporation_des_bateliers,,191,1,26,26.0
26,aves_aa_4R_1460_0027,1460,conseiller_des_pelletiers,Hanns Brant genant Spirer,johanns,brant,spirer,,,echevinat,corporation_des_pelletiers,,191,1,27,27.0
27,aves_aa_4R_1460_0028,1460,conseiller_des_charpentiers,Bernhart Scholle,bernhart,scholle,,,,echevinat,corporation_des_charpentiers,,191,1,28,28.0
28,aves_aa_4R_1460_0029,1460,conseiller_des_crieurs_et_mesureurs_de_vin,Claus Bintz,claus,bintz,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,191,1,29,29.0
29,aves_aa_4R_1460_0030,1460,conseiller_des_cordonniers,Claus Wolff,claus,wolff,,,,echevinat,corporation_des_cordonniers,,191,1,30,30.0
30,aves_aa_4R_1460_0031,1460,conseiller_des_orfevres,Hanns Hertzog,johanns,hertzog,,,,echevinat,corporation_des_orfevres,,191,1,31,31.0
31,aves_aa_4R_1460_0032,1460,conseiller_des_marchands_de_grains,Heinrich Birboͧm,heinrich,birbaum,,,,echevinat,corporation_des_marchands_de_grains,,191,1,32,32.0
32,aves_aa_4R_1460_0033,1460,conseiller_des_jardiniers,Hanns Ersam,johanns,ersam,,,,echevinat,corporation_des_jardiniers,,191,1,33,33.0
33,aves_aa_4R_1460_0034,1460,conseiller_des_pêcheurs,Uͦlrich von Sant Arbogast,ulrich,"sankt-arbogast, von",,,,echevinat,corporation_des_pêcheurs,,191,1,34,34.0
34,aves_aa_4R_1460_0035,1460,conseiller_des_barbiers_et_baigneurs,Bernhart Scherer,bernhart,scherer,,,,echevinat,corporation_des_barbiers_et_baigneurs,,191,1,35,35.0
35,aves_aa_4R_1460_0036,1460,conseiller_des_sauniers,her Hanns Trachenfeils,johanns,trachenfeils,,,['her'],echevinat,corporation_des_sauniers,,191,1,36,36.0
36,aves_aa_4R_1460_0037,1460,conseiller_des_tisserands,Hanns Spiegel,johanns,spiegel,,,,echevinat,corporation_des_tisserands,,191,1,37,37.0
37,aves_aa_4R_1460_0038,1460,conseiller_des_gourmets_et_courtiers,Diebolt Brant der eilter,diebolt,brant,,,,echevinat,corporation_des_gourmets_et_courtiers,,191,1,39,38.0
38,aves_aa_4R_1460_0039,1460,conseiller_des_charrons,Hanns Schertzheim,johanns,schertzheim,,,,echevinat,corporation_des_charrons,,191,2,2,39.0
39,aves_aa_4R_1460_0040,1460,conseiller_des_regrattiers_cordiers_et_fruitiers,Claus Herbst,claus,herbst,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,191,2,3,40.0
40,aves_aa_4R_1460_0041,1460,conseiller_des_coltineurs_de_tonneaux,Laurentz von Illekirch,laurentz,"illkirch, von",,,,echevinat,corporation_des_coltineurs_de_tonneaux,,191,2,4,41.0
41,aves_aa_4R_1460_0042,1460,conseiller_des_constructeurs_de_bateaux,Diebolt Hetteman,diebolt,hettemann,,,,echevinat,corporation_des_constructeurs_de_bateaux,,191,2,5,42.0
42,aves_aa_4R_1460_0043,1460,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Hanns von Marckoltzheim,johanns,"marckoltzheim, von",,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,191,2,7,43.0
4,aves_aa_4R_1461_0005,1461,ammeister,her Wilhelm Betscholt der                      ammeister,wilhelm,bechtolt,,,"['her', 'ammeister']",echevinat,,,192,1,5,5.0
15,aves_aa_4R_1461_0016,1461,conseiller_des_marchands,Peter Arge,peter,arge,,,,echevinat,corporation_des_marchands,,192,1,16,16.0
16,aves_aa_4R_1461_0017,1461,conseiller_des_boulangers,Uͦlrich Bùrer,ulrich,burer,,,,echevinat,corporation_des_boulangers,,192,1,17,17.0
17,aves_aa_4R_1461_0018,1461,conseiller_des_bouchers,Claus von Berse,claus,"berse, von",,,,echevinat,corporation_des_bouchers,,192,1,18,18.0
18,aves_aa_4R_1461_0019,1461,conseiller_des_tonneliers,Peter Snelle,peter,schnell,,,,echevinat,corporation_des_tonneliers,,192,1,19,19.0
19,aves_aa_4R_1461_0020,1461,conseiller_des_drapiers,Claus Biderman,claus,bidermann,,,,echevinat,corporation_des_drapiers,,192,1,20,20.0
20,aves_aa_4R_1461_0021,1461,conseiller_des_tanneurs,Thoman Volmar,thoman,volmar,,,,echevinat,corporation_des_tanneurs,,192,1,21,21.0
21,aves_aa_4R_1461_0022,1461,conseiller_des_cabaretiers,Claus Boͧmgarter,claus,baumgarter,,,,echevinat,corporation_des_cabaretiers,,192,1,22,22.0
22,aves_aa_4R_1461_0023,1461,conseiller_des_maçons,Claus Leitgast,claus,leitgast,,,,echevinat,corporation_des_maçons,,192,1,23,23.0
23,aves_aa_4R_1461_0024,1461,conseiller_des_forgerons,Ludman Franckenheim,ludwig,frankenheim,,,,echevinat,corporation_des_forgerons,,192,1,24,24.0
24,aves_aa_4R_1461_0025,1461,conseiller_des_tailleurs,Andres Volck,andres,volk,,,,echevinat,corporation_des_tailleurs,,192,1,25,25.0
25,aves_aa_4R_1461_0026,1461,conseiller_des_bateliers,Heinrich Bretteler,heinrich,brettler,,,,echevinat,corporation_des_bateliers,,192,1,26,26.0
26,aves_aa_4R_1461_0027,1461,conseiller_des_pelletiers,Claus Wissensee,claus,wissensee,,,,echevinat,corporation_des_pelletiers,,192,1,27,27.0
27,aves_aa_4R_1461_0028,1461,conseiller_des_charpentiers,Michel Ripel,michel,rippel,,,,echevinat,corporation_des_charpentiers,,192,1,28,28.0
28,aves_aa_4R_1461_0029,1461,conseiller_des_crieurs_et_mesureurs_de_vin,Claus Beingewant,claus,beingewant,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,192,1,29,29.0
29,aves_aa_4R_1461_0030,1461,conseiller_des_cordonniers,Claus Wolff,claus,wolff,,,,echevinat,corporation_des_cordonniers,,192,1,30,30.0
30,aves_aa_4R_1461_0031,1461,conseiller_des_orfevres,Heinrich Arge,heinrich,arge,,,,echevinat,corporation_des_orfevres,,192,1,31,31.0
31,aves_aa_4R_1461_0032,1461,conseiller_des_marchands_de_grains,her Hanns Melbruͤ altammeister,johanns,melbrühe,,,"['her', 'altammeister']",echevinat,corporation_des_marchands_de_grains,,192,1,32,32.0
32,aves_aa_4R_1461_0033,1461,conseiller_des_jardiniers,Hanns Ersam,johanns,ersam,,,,echevinat,corporation_des_jardiniers,,192,1,33,33.0
33,aves_aa_4R_1461_0034,1461,conseiller_des_pêcheurs,Hanns Diebolt Brùchel,johanns-diebolt,brüchelin,,,,echevinat,corporation_des_pêcheurs,,192,1,34,34.0
34,aves_aa_4R_1461_0035,1461,conseiller_des_barbiers_et_baigneurs,Bernhart Scherer,bernhart,scherer,,,,echevinat,corporation_des_barbiers_et_baigneurs,,192,1,35,35.0
35,aves_aa_4R_1461_0036,1461,conseiller_des_sauniers,her Hanns Trachenfeils altammeister,johanns,trachenfeils,,,"['her', 'altammeister']",echevinat,corporation_des_sauniers,,192,1,36,36.0
36,aves_aa_4R_1461_0037,1461,conseiller_des_tisserands,Peter von Korck,peter,"kork, von",,,,echevinat,corporation_des_tisserands,,192,1,37,37.0
37,aves_aa_4R_1461_0038,1461,conseiller_des_gourmets_et_courtiers,Diebolt Brant der eilter,diebolt,brant,,,,echevinat,corporation_des_gourmets_et_courtiers,,192,1,38,38.0
38,aves_aa_4R_1461_0039,1461,conseiller_des_charrons,Peter Gries,peter,gries,,,,echevinat,corporation_des_charrons,,192,1,39,39.0
39,aves_aa_4R_1461_0040,1461,conseiller_des_regrattiers_cordiers_et_fruitiers,Claus Herbst,claus,herbst,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,192,2,2,40.0
40,aves_aa_4R_1461_0041,1461,conseiller_des_coltineurs_de_tonneaux,Sỳmont Voͤrster,symont,förster,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,192,2,3,41.0
41,aves_aa_4R_1461_0042,1461,conseiller_des_constructeurs_de_bateaux,Diebolt Hetteman,diebolt,hettemann,,,,echevinat,corporation_des_constructeurs_de_bateaux,,192,2,5,42.0
42,aves_aa_4R_1461_0043,1461,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Hanns Steinhart,johanns,steinhart,,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,192,2,7,43.0
4,aves_aa_4R_1462_0005,1462,ammeister,her Hanns Lumbart der ammeister,johanns,lumbart,,,"['her', 'ammeister']",echevinat,,,193,1,5,5.0
15,aves_aa_4R_1462_0016,1462,conseiller_des_marchands,Peter Arge,peter,arge,,,,echevinat,corporation_des_marchands,,193,2,11,16.0
16,aves_aa_4R_1462_0017,1462,conseiller_des_boulangers,Claus Linser,claus,linzer,,,,echevinat,corporation_des_boulangers,,193,1,6,17.0
17,aves_aa_4R_1462_0018,1462,conseiller_des_bouchers,Hanns von Berse,johanns,"berse, von",,,,echevinat,corporation_des_bouchers,,193,1,7,18.0
18,aves_aa_4R_1462_0019,1462,conseiller_des_tonneliers,Hanns von Dalheim,johanns,"dalheim, von",,,,echevinat,corporation_des_tonneliers,,193,1,8,19.0
19,aves_aa_4R_1462_0020,1462,conseiller_des_drapiers,Hanns Armbruster vor dem pfennigturn,johanns,armbruster,"pfennigturm, vor dem",,,echevinat,corporation_des_drapiers,,193,1,9,20.0
20,aves_aa_4R_1462_0021,1462,conseiller_des_tanneurs,Thoman Volmar,thoman,volmar,,,,echevinat,corporation_des_tanneurs,,193,1,11,21.0
21,aves_aa_4R_1462_0022,1462,conseiller_des_cabaretiers,Claus Boͧmgarter,claus,baumgarter,,,,echevinat,corporation_des_cabaretiers,,193,1,12,22.0
22,aves_aa_4R_1462_0023,1462,conseiller_des_maçons,Michel von Molsheim,michel,"molsheim, von",,,,echevinat,corporation_des_maçons,,193,1,13,23.0
23,aves_aa_4R_1462_0024,1462,conseiller_des_forgerons,Ludeman Kannengiesser,ludwig,kannengiesser,,,,echevinat,corporation_des_forgerons,,193,1,14,24.0
24,aves_aa_4R_1462_0025,1462,conseiller_des_tailleurs,Andres Volck,andres,volk,,,,echevinat,corporation_des_tailleurs,,193,1,15,25.0
25,aves_aa_4R_1462_0026,1462,conseiller_des_bateliers,Heinrich Bisinger,heinrich,bisinger,,,,echevinat,corporation_des_bateliers,,193,1,16,26.0
26,aves_aa_4R_1462_0027,1462,conseiller_des_pelletiers,Claus Wissensee,claus,wissensee,,,,echevinat,corporation_des_pelletiers,,193,1,17,27.0
27,aves_aa_4R_1462_0028,1462,conseiller_des_charpentiers,Michel Ripel,michel,rippel,,,,echevinat,corporation_des_charpentiers,,193,1,18,28.0
28,aves_aa_4R_1462_0029,1462,conseiller_des_crieurs_et_mesureurs_de_vin,Claus Beingewant,claus,beingewant,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,193,1,19,29.0
29,aves_aa_4R_1462_0030,1462,conseiller_des_cordonniers,Conrat von Bitsch,konrat,bitsch,,,,echevinat,corporation_des_cordonniers,,193,1,20,30.0
30,aves_aa_4R_1462_0031,1462,conseiller_des_orfevres,Heinrich Arge,heinrich,arge,,,,echevinat,corporation_des_orfevres,,193,1,21,31.0
31,aves_aa_4R_1462_0032,1462,conseiller_des_marchands_de_grains,her Hanns Melbruͤ altammeister,johanns,melbrühe,,,"['her', 'altammeister']",echevinat,corporation_des_marchands_de_grains,,193,1,22,32.0
32,aves_aa_4R_1462_0033,1462,conseiller_des_jardiniers,Fridrich Wolff,friedrich,wolff,,,,echevinat,corporation_des_jardiniers,,193,1,23,33.0
33,aves_aa_4R_1462_0034,1462,conseiller_des_pêcheurs,Hanns Diebolt Brùchel,johanns-diebolt,brüchelin,,,,echevinat,corporation_des_pêcheurs,,193,1,24,34.0
34,aves_aa_4R_1462_0035,1462,conseiller_des_barbiers_et_baigneurs,Peter Schùbel,peter,scheubelin,,,,echevinat,corporation_des_barbiers_et_baigneurs,,193,1,25,35.0
35,aves_aa_4R_1462_0036,1462,conseiller_des_sauniers,Hanns Herbst,johanns,herbst,,,,echevinat,corporation_des_sauniers,,193,1,26,36.0
36,aves_aa_4R_1462_0037,1462,conseiller_des_tisserands,Peter von Korck,peter,"kork, von",,,,echevinat,corporation_des_tisserands,,193,1,27,37.0
37,aves_aa_4R_1462_0038,1462,conseiller_des_gourmets_et_courtiers,Fridel Sidenfaden,friedrich,seidenfaden,,,,echevinat,corporation_des_gourmets_et_courtiers,,193,1,28,38.0
38,aves_aa_4R_1462_0039,1462,conseiller_des_charrons,Peter Gries,peter,gries,,,,echevinat,corporation_des_charrons,,193,1,29,39.0
39,aves_aa_4R_1462_0040,1462,conseiller_des_regrattiers_cordiers_et_fruitiers,Claus Schoffmeiger,claus,schoffmeiger,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,193,1,30,40.0
40,aves_aa_4R_1462_0041,1462,conseiller_des_coltineurs_de_tonneaux,Sỳmont Voͤrster,symont,förster,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,193,1,31,41.0
41,aves_aa_4R_1462_0042,1462,conseiller_des_constructeurs_de_bateaux,Leonhart Spitznagel,lienhart,spitznagel,,,,echevinat,corporation_des_constructeurs_de_bateaux,,193,1,32,42.0
42,aves_aa_4R_1462_0043,1462,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Hanns Steinhart,johanns,steinhart,,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,193,1,33,43.0
4,aves_aa_4R_1463_0005,1463,ammeister,her Jacob Ammelung der                      ammeister,jacob,ammelung,,,"['her', 'ammeister']",echevinat,,,194,1,5,5.0
14,aves_aa_4R_1463_0015,1463,conseiller_des_marchands,her Jacob Wurmsser altammeister,jacob,wormser,,,"['her', 'altammeister']",echevinat,corporation_des_marchands,,194,1,15,15.0
15,aves_aa_4R_1463_0016,1463,conseiller_des_boulangers,Claus Linser,claus,linzer,,,,echevinat,corporation_des_boulangers,,194,1,16,16.0
16,aves_aa_4R_1463_0017,1463,conseiller_des_bouchers,Hanns von Berse,johanns,"berse, von",,,,echevinat,corporation_des_bouchers,,194,1,17,17.0
17,aves_aa_4R_1463_0018,1463,conseiller_des_tonneliers,Hanns von Dalheim,johanns,"dalheim, von",,,,echevinat,corporation_des_tonneliers,,194,1,18,18.0
18,aves_aa_4R_1463_0019,1463,conseiller_des_drapiers,Hanns Armbruster vor dem pfennigturn,johanns,armbruster,"pfennigturm, vor dem",,,echevinat,corporation_des_drapiers,,194,1,19,19.0
19,aves_aa_4R_1463_0020,1463,conseiller_des_tanneurs,Diebolt Reimbolt,diebolt,reimbolt,,,,echevinat,corporation_des_tanneurs,,194,1,20,20.0
20,aves_aa_4R_1463_0021,1463,conseiller_des_cabaretiers,Adam Mesener,adam,messner,,,,echevinat,corporation_des_cabaretiers,,194,1,21,21.0
21,aves_aa_4R_1463_0022,1463,conseiller_des_maçons,Michel von Molsheim,michel,"molsheim, von",,,,echevinat,corporation_des_maçons,,194,1,22,22.0
22,aves_aa_4R_1463_0023,1463,conseiller_des_forgerons,Ludeman Kannengiesser,ludwig,kannengiesser,,,,echevinat,corporation_des_forgerons,,194,1,23,23.0
23,aves_aa_4R_1463_0024,1463,conseiller_des_tailleurs,Hanns Croßwilre,johanns,krosswiller,,,,echevinat,corporation_des_tailleurs,,194,1,24,24.0
24,aves_aa_4R_1463_0025,1463,conseiller_des_bateliers,Heinrich Bisinger,heinrich,bisinger,,,,echevinat,corporation_des_bateliers,,194,1,25,25.0
25,aves_aa_4R_1463_0026,1463,conseiller_des_pelletiers,Walther Vogt,walther,vogt,,,,echevinat,corporation_des_pelletiers,,194,1,26,26.0
26,aves_aa_4R_1463_0027,1463,conseiller_des_charpentiers,Claus Boͤsche,claus,bösch,,,,echevinat,corporation_des_charpentiers,,194,1,27,27.0
27,aves_aa_4R_1463_0028,1463,conseiller_des_crieurs_et_mesureurs_de_vin,Adam Wipolt,adam,weipolt,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,194,1,28,28.0
28,aves_aa_4R_1463_0029,1463,conseiller_des_cordonniers,Conrat von Bitsch,konrat,bitsch,,,,echevinat,corporation_des_cordonniers,,194,1,29,29.0
29,aves_aa_4R_1463_0030,1463,conseiller_des_orfevres,Jacob Gisebreht,jacob,gisebrecht,,,,echevinat,corporation_des_orfevres,,194,1,30,30.0
30,aves_aa_4R_1463_0031,1463,conseiller_des_marchands_de_grains,Claus Dohssenheim,claus,dossenheim,,,,echevinat,corporation_des_marchands_de_grains,,194,1,31,31.0
31,aves_aa_4R_1463_0032,1463,conseiller_des_jardiniers,Fridrich Wolff,friedrich,wolff,,,,echevinat,corporation_des_jardiniers,,194,1,32,32.0
32,aves_aa_4R_1463_0033,1463,conseiller_des_pêcheurs,Heinrich Metziger,heinrich,metziger,,,,echevinat,corporation_des_pêcheurs,,194,1,33,33.0
33,aves_aa_4R_1463_0034,1463,conseiller_des_barbiers_et_baigneurs,Peter Schùbel,peter,scheubelin,,,,echevinat,corporation_des_barbiers_et_baigneurs,,194,1,34,34.0
34,aves_aa_4R_1463_0035,1463,conseiller_des_sauniers,Hanns Herbst,johanns,herbst,,,,echevinat,corporation_des_sauniers,,194,1,35,35.0
35,aves_aa_4R_1463_0036,1463,conseiller_des_tisserands,Hanns Umb und Umb,johanns,umb und umb,,,,echevinat,corporation_des_tisserands,,194,1,36,36.0
